Env_Temp,BMP_Pressure,BMP_Altitude,Light,DHT_Humidity,MQ135_CO2,MQ135_CO,MQ135_NH3,Soil_Moisture,Soil_Temp,pH,N,P,K,district,location,season,target_crops
,1001.54,,26775.11,91.77,448.14,1.49,1.30,,26.65,5.52,,11.96,245.30,Raigad,Karjat,Monsoon,"Coconut, Vari"
22.97,966.61,55.74,78033.62,56.87,431.12,3.34,3.66,34.59,17.61,5.94,265.47,8.17,215.91,Raigad,Karjat,Winter,"Sugarcane, Mango"
15.70,1003.46,532.72,86483.58,61.32,445.06,0.56,4.53,52.89,12.77,7.00,233.45,52.76,207.96,Nashik,Baglan/Kalwan,Winter,"Onion, Sugarcane"
25.85,901.43,595.36,108822.92,25.58,406.82,0.90,2.73,53.61,23.67,8.19,214.48,28.01,229.03,Nashik,,Summer,"Tomato, Wheat"
25.44,882.28,51.33,69931.23,57.48,404.77,3.14,2.08,42.72,20.14,5.58,267.49,8.48,251.67,Raigad,Karjat,Winter,"Ragi, Coconut"
36.18,1040.83,6.82,25327.51,91.58,418.47,0.99,3.85,85.81,31.55,,283.42,8.07,254.85,Raigad,Alibag/Mangaon,Monsoon,Coconut
17.18,1051.64,765.21,78085.78,46.55,458.13,2.22,,44.12,15.66,6.17,246.16,17.00,123.98,Nashik,Igatpuri (Ghat Zone),Winter,Vegetables
10.71,,769.75,70894.85,49.02,436.86,2.78,0.62,52.56,7.77,6.61,264.86,,,Nashik,Igatpuri (Ghat Zone),Winter,Finger Millet
34.27,993.39,13.20,27775.14,94.88,435.27,4.60,1.12,94.70,32.30,6.10,262.68,5.57,209.97,Raigad,Alibag/Mangaon,Monsoon,Arecanut
32.23,955.53,,25585.66,74.03,444.76,0.66,2.91,99.32,27.37,7.07,196.67,19.69,239.05,Nashik,Niphad/Yeola,Monsoon,Wheat
41.41,816.61,585.75,87549.79,23.34,428.79,1.58,3.70,68.58,36.65,6.40,284.47,50.26,246.56,Nashik,,Summer,"Onion, Groundnut"
43.60,782.23,564.58,38239.35,73.95,385.39,0.81,2.38,92.26,41.80,8.14,243.33,33.24,240.41,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Wheat"
25.33,774.99,,,96.09,419.24,3.96,1.25,78.70,21.35,6.17,0.00,24.12,138.67,Nashik,Igatpuri (Ghat Zone),Monsoon,"Rice, Finger Millet"
,,,,,,,,,,,,,,,,,"Vegetables, Rice"
17.66,956.04,,84031.77,46.49,407.91,0.49,2.01,46.23,13.80,7.52,246.28,43.17,,Nashik,Baglan/Kalwan,Winter,Onion
30.37,1093.98,568.89,119503.89,30.35,441.61,0.62,1.43,52.63,,7.48,247.91,48.61,221.91,Nashik,Baglan/Kalwan,Summer,Bajra
22.22,1009.34,54.54,82506.45,44.27,530.66,2.98,1.55,43.40,16.88,5.57,244.11,8.58,231.22,,Karjat,,"Ragi, Vari"
32.13,1124.15,11.87,45656.38,98.11,439.45,5.60,2.64,100.16,27.89,5.58,321.24,12.46,195.00,Raigad,Alibag/Mangaon,Monsoon,"Groundnut, Coconut"
,1027.17,757.28,72158.49,41.57,424.01,1.68,0.18,56.79,,7.52,,14.87,181.91,Nashik,Igatpuri (Ghat Zone),Winter,"Rice, Finger Millet"
13.40,927.12,508.90,92604.13,33.57,422.08,5.10,3.24,47.50,12.65,6.73,236.52,50.35,230.93,Nashik,Baglan/Kalwan,Winter,"Maize, Grapes, Mango"
38.06,,501.74,43412.10,82.35,416.27,1.64,3.38,88.29,37.16,7.66,213.56,39.44,283.04,Nashik,Niphad/Yeola,Monsoon,Sugarcane
36.39,989.65,52.21,101228.94,26.83,429.23,1.79,1.16,22.69,33.62,5.88,282.87,,216.53,Raigad,Karjat,Summer,Ragi
15.48,1006.96,63.23,,57.56,451.43,0.38,1.68,39.98,15.07,5.58,298.24,6.40,239.48,Raigad,,Winter,Green Gram
24.75,904.45,9.67,22464.43,96.04,423.09,,,93.76,21.22,5.96,240.33,12.32,259.85,Raigad,Alibag/Mangaon,Monsoon,"Banana, Arecanut"
21.95,1038.25,477.35,63837.20,44.23,421.48,3.12,2.05,50.27,18.06,6.85,183.31,44.36,,Nashik,Baglan/Kalwan,Winter,Bajra
33.00,861.46,610.73,53831.59,71.55,399.63,1.40,2.18,86.98,27.90,6.63,223.67,17.07,339.73,Nashik,Niphad/Yeola,Monsoon,"Vegetables, Tomato, Wheat"
44.45,1066.48,563.65,40125.82,75.16,432.96,1.27,,88.27,,7.63,187.31,50.81,282.26,Nashik,Baglan/Kalwan,Monsoon,Mango
36.76,1079.02,6.78,22537.33,90.20,,3.88,2.15,96.78,28.61,5.79,324.73,9.44,301.03,Raigad,Alibag/Mangaon,Monsoon,Coconut
35.62,969.87,539.42,105208.52,22.24,426.56,2.58,0.68,42.43,32.67,7.51,184.93,25.81,347.89,Nashik,Niphad/Yeola,Summer,"Sugarcane, Pomegranate"
,938.40,582.33,69583.14,70.77,426.22,4.36,2.56,40.99,9.08,7.09,260.66,18.71,244.29,Nashik,Niphad/Yeola,Winter,"Onion, Pomegranate"
39.91,865.13,536.53,31107.96,,421.33,4.38,1.00,85.51,32.47,7.09,,32.52,275.81,Nashik,Niphad/Yeola,Monsoon,"Onion, Tomato"
17.01,,5.21,,48.59,,,,38.81,,,252.94,9.02,239.08,,Alibag/Mangaon,,"Cashew, Arecanut"
26.20,1032.29,10.46,99813.66,45.19,427.22,5.03,1.62,,24.30,6.52,294.44,11.54,211.50,Raigad,Alibag/Mangaon,Summer,"Banana, Coconut"
28.71,1062.83,10.59,92929.79,26.57,429.89,1.84,3.34,,31.36,5.38,302.64,8.27,,Raigad,,Summer,"Banana, Arecanut, Rice"
20.21,892.80,708.49,,24.47,415.04,1.93,3.11,44.65,18.08,5.62,,17.58,138.35,Nashik,,Summer,"Vegetables, Finger Millet"
29.11,912.63,581.86,,22.43,361.07,1.97,3.50,55.42,23.12,7.46,268.10,27.13,308.11,Nashik,Niphad/Yeola,Summer,Onion
12.46,931.35,702.68,75313.26,57.57,378.27,2.18,2.76,62.30,10.03,6.96,267.34,,196.12,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Rice"
46.08,902.24,614.87,57496.74,73.95,393.42,1.08,0.14,94.17,37.50,,250.56,21.89,222.69,Nashik,Niphad/Yeola,Monsoon,"Onion, Pomegranate, Sugarcane"
21.36,1041.59,728.89,93599.19,30.53,421.56,2.67,1.98,47.47,20.02,6.22,272.85,,192.39,Nashik,Igatpuri (Ghat Zone),Summer,Maize
16.88,1058.83,,80750.84,50.12,397.97,1.61,2.37,45.07,16.74,5.87,293.47,12.64,186.54,,Karjat,Winter,Mango
23.92,940.88,505.07,113938.77,38.45,364.52,4.03,1.21,51.66,22.02,,226.28,49.70,,Nashik,Baglan/Kalwan,,"Grapes, Bajra"
16.68,,5.26,78883.26,,443.63,1.07,1.48,32.24,14.44,6.14,302.05,8.03,271.56,Raigad,Alibag/Mangaon,Winter,"Cashew, Banana, Arecanut"
34.54,894.98,578.46,22226.41,79.02,430.59,1.50,1.85,92.93,32.16,7.54,245.04,23.62,262.41,Nashik,Niphad/Yeola,Monsoon,"Pomegranate, Tomato"
24.71,1074.25,12.95,75212.72,57.89,,1.07,0.94,36.93,19.98,5.89,254.93,11.17,,Raigad,Alibag/Mangaon,Winter,"Banana, Arecanut, Mango"
29.38,1066.31,59.35,26972.05,90.08,406.01,3.03,0.65,88.79,32.10,5.89,311.20,8.99,198.88,Raigad,Karjat,Monsoon,Rice
18.77,952.29,6.26,71185.79,50.43,440.19,1.36,1.46,40.37,15.44,6.60,245.45,7.12,270.38,Raigad,Alibag/Mangaon,Winter,Cashew
38.49,1066.04,52.11,48473.37,102.97,436.33,4.63,1.57,79.13,,6.24,240.55,9.83,201.55,Raigad,Karjat,Monsoon,Rice
17.04,1016.53,628.35,68345.40,60.02,490.82,0.36,,58.82,15.91,7.79,181.03,42.09,218.35,Nashik,Baglan/Kalwan,Winter,"Groundnut, Maize, Grapes"
17.42,,606.33,87118.57,40.86,362.52,3.85,2.19,,14.20,7.16,271.67,26.72,220.44,Nashik,Niphad/Yeola,Winter,"Pomegranate, Grapes"
15.24,962.73,824.43,78078.99,61.12,421.56,4.67,0.89,60.34,,5.98,279.14,18.20,168.50,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Finger Millet"
29.02,1043.73,807.14,122527.82,22.48,454.53,,2.47,52.88,27.65,6.08,198.97,13.91,187.90,Nashik,Igatpuri (Ghat Zone),,Maize
17.15,915.94,10.19,80192.16,48.32,425.06,1.22,,43.39,13.49,5.38,329.92,9.04,269.21,Raigad,Alibag/Mangaon,Winter,"Cashew, Rice, Mango"
,1089.25,56.59,,91.83,426.08,4.33,0.22,87.50,,5.75,265.72,6.54,214.33,Raigad,Karjat,Monsoon,Mango
29.05,1060.93,9.70,54996.12,94.45,417.70,2.83,2.64,97.37,27.26,6.58,296.37,9.48,191.55,Raigad,Alibag/Mangaon,Monsoon,"Cashew, Arecanut, Rice"
39.74,1026.96,562.07,33219.63,81.60,377.84,4.67,2.43,90.50,39.48,6.85,215.62,25.15,239.30,Nashik,Niphad/Yeola,,Onion
43.75,881.18,546.08,25775.53,,456.34,0.63,1.43,84.78,41.31,7.76,206.68,36.76,273.08,Nashik,Baglan/Kalwan,Monsoon,"Onion, Grapes, Bajra"
39.91,977.26,582.61,47977.17,75.29,430.59,3.90,0.71,87.72,37.83,7.52,268.35,25.92,260.82,,Niphad/Yeola,Monsoon,Pomegranate
35.06,880.19,600.59,44072.74,84.23,386.17,4.59,,81.22,36.23,8.36,261.01,21.76,257.58,Nashik,Niphad/Yeola,Monsoon,"Groundnut, Grapes, Tomato"
39.47,929.20,544.67,32237.56,91.37,430.22,1.80,0.97,82.46,37.94,7.13,208.12,34.38,215.09,Nashik,Baglan/Kalwan,Monsoon,Groundnut
39.01,944.40,469.36,98320.25,26.47,419.79,,3.88,44.86,32.24,7.81,176.89,57.00,281.17,Nashik,Baglan/Kalwan,Summer,Maize
34.05,828.04,460.76,15101.38,75.28,467.04,4.67,2.73,93.01,37.52,,199.88,43.53,214.55,Nashik,Baglan/Kalwan,Monsoon,"Maize, Mango, Wheat"
29.90,856.92,14.72,85620.43,51.56,418.27,0.72,4.01,13.77,26.96,,276.51,11.91,239.22,Raigad,Alibag/Mangaon,Summer,"Arecanut, Mango"
37.93,1074.14,785.60,32502.08,89.66,,4.41,2.63,85.96,39.74,7.29,176.62,13.56,185.94,Nashik,Igatpuri (Ghat Zone),Monsoon,"Maize, Cotton, Rice"
15.32,951.62,61.80,70611.24,51.34,411.60,3.97,3.98,53.59,13.60,5.92,288.35,,217.64,Raigad,Karjat,Winter,Mango
41.84,935.73,516.98,30481.32,74.65,419.51,2.74,2.79,,35.07,7.74,218.47,26.96,263.37,Nashik,Niphad/Yeola,Monsoon,Onion
,,,,,,,,,,,,,,,,,"Rice, Finger Millet"
35.91,1118.57,12.36,31423.31,102.77,389.47,4.37,0.57,83.63,36.29,5.82,293.22,12.93,268.88,Raigad,,Monsoon,"Cashew, Arecanut"
15.09,921.93,645.07,80194.23,56.64,376.83,4.81,2.14,66.76,11.52,7.35,184.34,51.90,276.44,Nashik,Baglan/Kalwan,Winter,Groundnut
19.19,877.61,596.09,77615.09,55.24,443.02,2.63,1.39,62.75,16.79,5.82,214.24,24.23,299.83,Nashik,Niphad/Yeola,Winter,Pomegranate
23.30,888.37,499.83,66395.59,59.22,415.12,3.57,1.10,44.64,,6.94,234.76,48.69,233.49,Nashik,Baglan/Kalwan,Winter,"Maize, Soybean, Grapes"
16.52,1148.56,69.57,54968.99,,421.04,0.85,2.97,30.94,12.54,5.62,294.09,6.53,,Raigad,Karjat,Winter,"Ragi, Vari"
13.36,1002.16,,62985.76,43.78,371.49,1.25,3.93,48.20,10.46,7.15,,28.39,282.39,Nashik,Niphad/Yeola,Winter,"Sugarcane, Wheat"
38.96,,601.57,51654.54,73.62,446.97,3.07,1.79,78.74,40.37,6.12,244.94,26.40,297.62,Nashik,Niphad/Yeola,Monsoon,"Onion, Sugarcane"
,,12.29,70907.91,69.02,320.44,2.22,,48.26,17.84,6.44,288.82,16.00,230.22,Raigad,,Winter,Rice
31.80,,576.60,49397.42,75.40,433.45,1.84,1.27,86.85,29.90,7.35,178.68,35.95,,Nashik,Niphad/Yeola,Monsoon,"Pomegranate, Grapes, Tomato"
28.65,967.74,850.49,17947.49,92.08,469.85,4.38,1.91,75.07,28.22,6.93,194.65,16.20,185.50,Nashik,Igatpuri (Ghat Zone),Monsoon,Vegetables
14.84,891.15,542.75,,52.17,399.03,4.31,0.97,45.82,11.19,7.38,-86.47,,254.08,Nashik,Niphad/Yeola,Winter,"Sugarcane, Grapes, Wheat"
27.25,907.69,584.21,110287.76,42.35,442.15,4.27,1.87,63.74,25.57,,,31.17,273.34,Nashik,Niphad/Yeola,Summer,"Grapes, Tomato"
36.31,,7.77,21673.49,92.81,415.46,,,,28.69,6.82,230.84,11.30,248.40,Raigad,Alibag/Mangaon,Monsoon,Mango
34.85,955.10,13.93,63962.94,96.01,457.52,4.88,3.18,93.79,34.22,6.42,352.43,15.53,205.68,Raigad,Alibag/Mangaon,Monsoon,Coconut
37.22,967.75,,103256.82,31.27,392.36,3.85,3.75,16.67,37.48,5.81,293.62,3.98,210.38,Raigad,Karjat,Summer,"Vari, Mango"
14.28,1025.63,610.23,82977.65,45.90,403.08,,3.27,66.44,12.16,6.63,206.63,25.58,295.59,Nashik,Niphad/Yeola,,Pomegranate
,,,,75.76,446.26,,,86.63,22.33,,276.24,12.58,,,Niphad/Yeola,,Wheat
28.35,1101.12,52.83,,88.74,,4.99,3.30,89.37,26.29,5.49,318.04,8.59,191.90,Raigad,Karjat,Monsoon,"Ragi, Coconut, Green Gram"
19.66,1022.67,,83842.71,50.00,435.20,3.02,1.36,36.59,18.37,5.96,245.73,10.65,220.43,Raigad,Karjat,Winter,Green Gram
24.55,,,85030.41,59.90,401.22,2.45,1.80,51.48,24.33,5.55,299.55,11.87,209.08,Raigad,Alibag/Mangaon,Winter,Arecanut
10.37,1017.57,664.68,68423.60,58.75,397.95,1.82,1.83,44.85,9.79,7.05,238.21,26.46,266.12,Nashik,Niphad/Yeola,Winter,"Pomegranate, Wheat"
15.35,1015.94,576.83,72949.67,53.86,406.37,1.29,2.40,59.26,13.60,7.26,259.13,,259.68,Nashik,Niphad/Yeola,Winter,"Sugarcane, Tomato"
19.04,1112.13,11.79,89113.12,42.49,402.39,0.38,2.50,46.94,17.50,5.70,283.82,8.73,249.49,Raigad,Alibag/Mangaon,Winter,"Cashew, Coconut, Arecanut"
36.15,878.05,588.05,20974.53,82.34,472.30,1.27,,87.67,,7.39,200.52,22.90,232.75,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Pomegranate, Onion"
31.89,1005.72,69.33,117172.03,25.11,431.22,1.85,0.37,21.19,29.93,,243.28,5.92,176.94,Raigad,Karjat,Summer,"Ragi, Green Gram, Cashew"
24.58,1147.64,8.77,69863.24,70.69,390.54,0.29,3.39,,24.54,5.47,233.62,10.73,235.09,Raigad,Alibag/Mangaon,Winter,Cashew
23.83,952.80,669.85,42415.42,86.26,,0.26,0.35,97.21,20.57,6.25,261.76,12.99,133.61,Nashik,Igatpuri (Ghat Zone),Monsoon,"Cotton, Rice"
17.15,919.65,598.03,,46.70,395.81,2.47,3.47,52.83,16.61,7.00,289.78,43.51,213.39,Nashik,Baglan/Kalwan,Winter,"Onion, Maize"
29.78,1079.69,54.04,45631.81,,422.24,0.90,2.12,81.48,28.81,5.69,229.10,10.03,205.44,Raigad,Karjat,Monsoon,"Green Gram, Vari, Coconut"
33.17,954.04,7.21,34638.50,,409.05,3.60,0.73,89.47,30.93,5.17,319.36,14.64,,,Alibag/Mangaon,Monsoon,"Cashew, Banana"
27.86,,587.44,118629.42,,,1.28,0.25,,,7.97,,,,,Niphad/Yeola,,Wheat
,944.51,617.43,84923.98,67.83,449.86,0.77,3.64,55.18,8.87,7.50,200.10,28.14,282.79,Nashik,Niphad/Yeola,Winter,"Grapes, Wheat"
25.66,1026.30,6.02,119206.82,,377.35,2.68,0.49,23.27,21.92,6.03,,12.56,198.22,Raigad,Alibag/Mangaon,Summer,"Banana, Soybean"
36.60,940.78,14.20,22748.34,95.19,419.28,3.16,0.11,92.43,,5.34,327.10,7.14,219.62,Raigad,Alibag/Mangaon,Monsoon,Coconut
22.18,1010.12,10.95,98916.16,,403.77,1.19,2.01,29.01,22.29,5.11,277.31,10.87,270.36,Raigad,,Summer,"Rice, Mango"
20.17,957.16,60.59,88524.27,,384.41,4.72,2.69,38.54,14.16,5.19,309.60,8.17,215.75,Raigad,Karjat,Winter,"Rice, Mango"
12.09,889.63,472.14,95646.91,68.42,415.90,0.59,3.59,41.42,12.02,6.36,209.22,39.35,225.40,Nashik,Baglan/Kalwan,Winter,"Onion, Maize"
,,,,,,,,,,,,,,,,,"Cashew, Green Gram"
28.95,,55.92,22373.09,84.72,408.09,4.66,1.43,88.80,,6.24,249.98,7.45,237.58,Raigad,Karjat,,Rice
13.33,1040.55,533.04,62204.66,59.63,386.26,,3.26,52.02,9.28,7.85,205.78,41.64,262.43,Nashik,Niphad/Yeola,Winter,"Pomegranate, Grapes, Wheat"
23.18,993.36,56.04,99224.84,37.86,381.14,3.27,1.44,12.52,21.95,5.45,321.59,7.86,197.13,Raigad,Karjat,Summer,"Cashew, Ragi"
27.71,872.29,724.21,93953.28,20.74,427.40,0.51,1.82,52.96,23.09,7.51,275.22,16.04,180.32,Nashik,Igatpuri (Ghat Zone),Summer,"Sugarcane, Finger Millet"
21.26,851.65,52.19,71325.27,41.86,,3.78,,41.99,14.95,5.12,265.46,8.67,,Raigad,Karjat,Winter,"Ragi, Coconut"
18.58,,597.88,77729.90,61.46,372.65,5.55,2.90,47.46,17.09,7.14,,20.44,271.55,,Niphad/Yeola,Winter,"Pomegranate, Wheat"
28.50,1018.46,5.50,43820.14,96.79,409.00,1.56,1.11,92.64,26.77,5.55,299.15,9.94,241.22,Raigad,Alibag/Mangaon,Monsoon,"Groundnut, Banana"
21.47,949.34,849.70,80019.36,45.78,368.75,2.33,1.32,51.41,20.48,,275.66,5.90,226.78,Nashik,Igatpuri (Ghat Zone),,"Vegetables, Rice"
12.66,981.97,863.61,76212.29,40.59,404.79,1.85,3.27,42.53,8.31,6.87,198.09,8.14,190.43,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Finger Millet"
32.46,1095.50,7.83,97577.23,35.28,386.38,4.22,3.24,27.26,29.79,5.01,230.16,10.52,,,Alibag/Mangaon,Summer,"Cashew, Coconut, Rice"
31.59,1025.48,47.83,83243.79,41.79,416.92,0.24,,25.66,28.56,6.30,228.93,9.19,182.77,Raigad,Karjat,Summer,Cashew
37.35,824.49,461.13,39604.30,86.88,397.04,0.86,1.12,90.18,39.84,6.81,239.15,41.57,221.77,Nashik,Baglan/Kalwan,Monsoon,"Soybean, Mango"
34.02,1095.99,7.37,23420.51,96.96,405.90,0.97,3.52,94.07,31.35,5.93,267.49,14.89,222.38,Raigad,,Monsoon,"Banana, Rice, Coconut"
47.17,1015.08,615.06,,74.58,446.61,4.33,,84.28,43.40,7.29,250.83,20.13,276.03,Nashik,,Monsoon,Sugarcane
29.57,1090.46,12.11,,104.38,394.70,4.13,1.24,87.00,,5.82,301.16,4.03,292.47,Raigad,Alibag/Mangaon,Monsoon,"Coconut, Rice, Mango"
21.83,994.01,560.00,106943.87,46.85,425.79,3.01,1.32,61.55,17.84,8.11,231.23,29.12,275.67,Nashik,Niphad/Yeola,Summer,"Sugarcane, Grapes"
20.49,982.39,582.76,90705.13,19.48,434.99,0.92,1.74,53.11,17.71,6.78,289.50,16.56,165.48,Nashik,Igatpuri (Ghat Zone),Summer,Vegetables
11.98,942.43,566.49,64448.87,52.65,440.00,1.52,2.32,55.65,8.39,7.33,225.72,17.91,309.04,Nashik,Niphad/Yeola,Winter,"Pomegranate, Tomato"
20.11,895.42,60.56,72934.68,51.40,424.67,4.07,3.72,48.66,18.69,5.75,225.34,8.97,236.13,Raigad,Karjat,,"Vari, Mango"
42.39,975.78,62.57,60173.66,85.67,423.61,0.83,2.23,86.89,33.64,5.96,253.35,7.42,217.11,Raigad,Karjat,Monsoon,"Vari, Mango"
35.16,843.06,636.61,40128.19,88.79,410.24,0.65,3.08,89.03,,6.33,210.46,12.35,177.07,Nashik,Igatpuri (Ghat Zone),Monsoon,"Vegetables, Rice, Tomato, Finger Millet"
32.61,935.24,559.84,115078.94,43.41,400.69,5.31,1.64,59.27,24.29,7.29,248.96,42.74,295.08,Nashik,Baglan/Kalwan,Summer,Groundnut
30.91,1008.41,49.60,48725.08,81.96,466.10,2.40,3.27,97.60,30.84,5.99,316.44,10.27,176.88,Raigad,Karjat,Monsoon,"Coconut, Vari"
16.91,,16.05,84955.90,51.86,,0.56,0.17,39.80,16.10,5.25,313.48,10.32,267.75,Raigad,Alibag/Mangaon,,"Banana, Mango"
35.52,1088.26,65.86,24893.81,86.53,437.78,4.61,2.45,74.37,37.03,4.91,262.96,6.92,248.24,Raigad,Karjat,Monsoon,Mango
14.80,943.83,797.16,74908.26,52.16,372.83,4.82,1.79,48.04,11.67,6.50,249.14,10.75,195.66,Nashik,,,"Vegetables, Rice, Maize"
41.34,1036.19,522.17,53040.59,89.51,261.45,5.06,0.34,77.09,37.66,7.41,175.02,56.74,247.91,Nashik,Baglan/Kalwan,Monsoon,Soybean
18.97,1042.11,11.67,53081.79,48.53,413.41,2.51,0.18,46.71,18.16,5.64,279.21,7.80,181.42,Raigad,Alibag/Mangaon,Winter,"Coconut, Arecanut"
30.35,922.11,571.29,114392.92,32.98,434.60,3.98,1.68,61.97,26.25,8.37,225.88,19.48,246.12,Nashik,Niphad/Yeola,Summer,"Sugarcane, Grapes, Tomato"
29.53,1060.71,12.01,45634.39,105.62,433.15,4.33,3.29,89.37,33.35,5.99,290.15,6.65,229.83,Raigad,Alibag/Mangaon,Monsoon,Banana
39.81,768.61,571.76,77290.26,38.41,471.37,,2.42,57.79,34.16,7.24,242.20,42.09,283.75,Nashik,Baglan/Kalwan,,Groundnut
19.04,1002.48,737.58,57688.01,69.77,413.78,2.85,1.10,52.92,15.38,6.45,258.52,10.61,199.62,Nashik,Igatpuri (Ghat Zone),Winter,Maize
39.00,940.83,502.59,34495.52,,428.60,,0.14,86.54,38.33,7.93,214.25,31.35,294.25,Nashik,Baglan/Kalwan,,Grapes
36.11,971.27,892.37,37459.12,87.39,419.09,2.90,0.37,87.85,35.97,5.72,276.37,10.08,200.36,Nashik,Igatpuri (Ghat Zone),Monsoon,"Vegetables, Maize"
20.89,861.91,483.79,99788.18,38.83,426.77,1.73,1.04,52.75,19.51,6.67,223.19,22.55,282.81,Nashik,Niphad/Yeola,,"Sugarcane, Grapes"
34.12,853.73,58.75,81552.95,37.77,392.15,2.38,1.56,24.05,31.96,5.46,281.31,4.59,188.53,Raigad,Karjat,Summer,Mango
32.44,,589.07,99380.05,32.81,378.63,0.89,4.01,52.65,25.85,6.53,214.53,30.78,228.70,Nashik,Baglan/Kalwan,Summer,Soybean
22.28,940.09,13.92,75409.22,54.71,367.93,0.19,1.56,47.11,15.48,6.97,320.86,9.58,253.67,Raigad,Alibag/Mangaon,Winter,"Banana, Rice"
32.29,1013.62,52.78,40973.10,90.51,449.48,3.33,1.82,82.01,25.94,5.20,278.40,,193.11,Raigad,Karjat,Monsoon,Coconut
30.21,987.71,842.81,,41.38,394.33,0.89,1.94,16.24,26.88,5.87,,,212.06,Raigad,Karjat,Summer,"Cashew, Mango"
24.45,864.13,629.84,92929.58,40.18,451.17,2.67,1.16,55.93,25.00,6.47,192.95,30.44,319.00,Nashik,Niphad/Yeola,Summer,"Pomegranate, Grapes, Tomato, Wheat"
26.98,887.05,,29612.07,89.22,396.85,3.90,3.77,88.84,20.95,6.29,239.68,6.35,161.22,Nashik,Igatpuri (Ghat Zone),Monsoon,Vegetables
38.63,947.33,10.05,40110.72,104.34,417.89,2.18,1.62,99.96,34.72,5.84,297.07,14.21,223.88,Raigad,Alibag/Mangaon,Monsoon,Banana
31.85,1012.17,561.27,22715.11,85.04,445.46,1.52,2.88,88.21,28.80,8.02,204.03,52.91,324.52,Nashik,Baglan/Kalwan,Monsoon,"Bajra, Mango"
35.82,,870.35,28169.73,101.84,448.58,1.00,3.03,86.71,35.69,6.32,216.75,10.28,,Nashik,Igatpuri (Ghat Zone),Monsoon,Rice
34.77,935.52,70.25,,91.09,413.63,0.29,,77.38,36.69,5.21,317.77,8.03,233.37,Raigad,Karjat,Monsoon,"Rice, Mango"
41.47,,537.24,,81.17,385.50,1.84,2.76,91.44,35.12,8.37,224.56,38.25,324.08,Nashik,Baglan/Kalwan,Monsoon,Groundnut
,867.31,555.21,38885.15,76.79,429.20,0.43,2.68,98.58,34.52,7.22,239.45,48.39,243.06,Nashik,Baglan/Kalwan,Monsoon,Grapes
18.59,1135.92,57.38,95910.92,41.05,403.25,,,45.90,,5.50,287.07,12.13,211.66,Raigad,Karjat,,Ragi
14.74,1040.09,888.63,84317.49,44.83,440.27,4.70,2.18,60.16,10.43,6.30,277.89,19.47,210.66,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Vegetables"
31.29,1083.63,8.67,38883.48,105.54,427.52,0.98,1.96,97.61,24.89,5.89,304.76,7.88,185.96,Raigad,Alibag/Mangaon,Monsoon,"Coconut, Arecanut, Mango"
32.15,980.80,530.25,35074.39,77.83,404.57,1.78,1.68,79.34,26.94,7.11,232.12,41.89,248.10,Nashik,Baglan/Kalwan,Monsoon,"Groundnut, Onion"
12.67,862.15,719.59,91006.72,42.17,,1.33,2.57,46.36,9.06,6.51,230.87,16.20,179.96,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Maize, Finger Millet"
23.09,1003.46,539.45,77958.50,51.36,435.92,5.64,0.66,45.68,21.57,6.83,238.96,46.89,244.65,Nashik,Baglan/Kalwan,Winter,Groundnut
25.47,1145.01,12.20,28030.93,,445.33,2.19,0.48,96.73,25.38,5.48,277.96,8.76,,Raigad,Alibag/Mangaon,,Rice
34.65,956.99,505.76,111370.95,,417.08,1.27,3.38,66.62,36.97,7.19,282.82,57.53,268.13,Nashik,,Summer,"Grapes, Mango"
15.41,,463.60,85461.48,42.51,462.02,4.57,0.63,50.64,16.64,7.86,149.60,46.41,199.43,Nashik,Baglan/Kalwan,Winter,"Soybean, Bajra"
40.55,969.58,568.42,25516.27,67.02,413.25,1.41,2.05,77.82,39.95,7.60,210.77,,239.57,Nashik,Niphad/Yeola,Monsoon,Grapes
22.38,885.78,50.79,77015.35,38.07,404.67,3.04,0.58,30.67,19.93,5.57,291.30,9.93,222.63,Raigad,Karjat,Winter,"Ragi, Rice, Sugarcane"
20.84,872.19,577.53,81509.60,55.84,429.13,0.15,0.73,53.19,16.30,7.38,,18.25,250.58,Nashik,Niphad/Yeola,Winter,Grapes
36.95,876.67,585.82,29728.15,79.46,440.41,3.98,3.86,77.04,40.56,7.37,204.01,22.91,341.75,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Grapes"
47.05,961.07,604.84,27147.06,75.75,,4.01,1.72,94.82,40.02,6.69,261.25,26.73,275.47,,Niphad/Yeola,Monsoon,Sugarcane
17.62,949.72,60.69,86003.83,48.19,453.65,0.72,3.90,55.35,15.33,5.29,270.08,6.57,209.25,Raigad,Karjat,Winter,"Ragi, Green Gram, Tomato, Coconut"
17.04,955.02,785.15,,52.59,433.95,4.35,1.52,47.32,13.20,5.76,252.90,18.52,191.22,Nashik,Igatpuri (Ghat Zone),Winter,"Rice, Finger Millet"
39.62,982.15,50.06,36855.25,,392.48,2.61,2.17,83.84,34.27,5.67,327.82,7.53,229.45,Raigad,Karjat,Monsoon,"Ragi, Rice"
